year,ege_budg,total_income
2013,70.97,875487.123
2014,67.8,934388.1
2015,68.72,957156.7
2016,71.83,870770.0
2017,71.76,869258.9
2013,73.47,8349025.517
2014,72.46,8640200.0
2015,71.57,8339895.3
2016,72.46,7972069.6
2017,73.75,8050633.6
2013,75.17,1054561.914
2014,74.51,992888.7
2015,75.39,996047.2
2016,75.23,1132859.9
2017,72.03,1278724.2
2013,58.95,352807.98
2014,53.99,390703.7
2013,70.22,1729258.12
2014,64.6,1941116.5
2015,65.1,1958722.9
2016,67.31,1936738.5
2017,70.1,2075351.3
2013,77.27,1813111.3900000001
2014,72.33,1936391.7
2015,74.02,2006382.7
2016,71.88,2521534.5
2017,75.3,2618327.8
2013,56.87,1422375.1080000002
2014,56.56,1425320.2
2015,58.45,1290176.9
2016,59.75,1130465.9
2017,55.14,1197249.5
2013,71.02,580931.5
2014,69.74,590634.0
2015,68.5,563710.9
2016,71.89,531201.4
2017,72.45,491009.4
2013,64.48,1158142.134
2014,63.24,1083229.3
2015,61.45,985386.9
2016,62.98,900156.7
2017,63.36,948664.3
2013,68.15,686980.9440000001
2014,63.36,714101.5
2015,67.52,787480.8
2016,68.95,814568.3
2017,69.97,844123.0
2013,71.42,1091034.564
2014,69.42,1126988.3
2015,68.42,1169242.8
2016,68.19,1163328.4
2017,68.28,1222521.1
2013,60.48,487120.941
2014,61.38,574523.7
2015,58.18,623876.1
2016,61.89,546675.8
2017,61.45,673904.4
2013,57.35,345416.20800000004
2014,55.23,518397.8
2015,61.98,451932.7
2016,60.65,481704.4
2017,64.68,515603.3
2013,62.04,1398540.29
2014,53.25,1426051.1
2015,51.63,1302777.2
2016,53.28,1330243.7
2017,54.31,1339190.1
2013,59.17,1431029.033
2014,54.9,1397511.5
2015,56.67,1597421.0
2016,57.71,1108854.2
2017,59.04,1228596.1
2013,66.48,467842.70399999997
2014,63.32,535384.4
2015,65.99,511828.6
2016,68.91,464317.6
2017,65.13,484894.5
2013,68.49,1112540.9749999999
2014,69.04,1199304.9
2015,66.4,1289289.0
2016,69.71,1436493.7
2017,63.25,1554522.8
2014,58.15,285610.0
2015,56.94,309622.0
2016,59.19,297325.7
2017,62.51,286438.3
2013,61.84,705526.824
2014,56.76,880373.6
2015,58.31,872934.8
2016,59.87,938697.6
2017,60.46,1057037.8
2013,59.47,1323961.4849999999
2014,53.73,1418118.5
2015,55.94,1377546.3
2016,57.84,1455327.3
2017,59.39,1656103.6
2013,71.36,3221212.976
2014,66.69,3503456.1
2015,65.96,3388730.8
2016,66.0,3574382.4
2017,67.39,3902637.5
2013,75.76,4182762.3720000004
2014,71.32,5920777.9
2015,71.37,5520347.3
2016,73.85,4870149.4
2017,74.25,4978662.1
2013,66.62,613987.6710000001
2014,61.7,1129323.2
2015,68.54,616087.2
2016,69.38,549483.8
2017,70.92,642467.7
2013,59.78,538708.92
2014,58.24,592670.7
2015,60.61,493607.3
2016,62.13,482169.9
2017,61.93,517198.9
2013,75.04,786088.893
2014,73.87,762297.5
2015,74.55,764274.5
2016,73.31,781928.6
2017,74.08,937961.7
2013,70.71,6362951.425000001
2014,64.33,6936239.3
2015,65.07,6091814.1
2016,67.57,8294215.7
2017,66.23,10491925.2
2013,77.77,7214329.657499999
2014,75.1,7342582.6
2015,76.69,7047381.0
2016,79.41,8694769.5
2017,79.61,8690898.8
2013,65.49,7924637.43
2014,66.11,11121923.7
2015,67.87,11462065.1
2016,68.62,10224695.2
2017,69.14,10584559.1
2013,61.03,5742217.470000001
2014,58.31,5573686.5
2015,64.61,4873722.6
2016,64.77,4460859.7
2017,65.49,4553215.7
2013,65.15,722883.0
2014,67.16,722166.9
2015,64.93,678097.7
2016,66.27,937958.5
2017,63.09,820660.8
2013,64.8,3939338.032
2014,64.98,3747714.5
2015,63.82,2515214.0
2016,62.73,2562030.2
2017,64.47,2670180.4
2013,66.0,173864.614
2014,95.0,194079.2
2015,66.4,150244.6
2016,70.0,165670.9
2017,67.3,170273.7
2013,88.36,624445.7625
2014,81.42,780939.9
2015,76.35,896914.2
2016,79.84,964512.8
2017,80.51,1024096.3
2013,71.81,893610.2580000001
2014,65.58,1043160.8
2015,65.58,861038.9
2016,68.31,800790.3
2017,69.14,914521.3
2013,87.82,946999.4600000001
2014,84.52,1014404.0
2015,87.04,1029230.6
2016,84.26,1150618.5
2017,85.19,1221448.1
2013,63.68,729961.232
2014,60.14,831055.5
2015,60.69,715572.5
2016,61.63,705543.3
2017,59.12,724165.2
2013,69.65,991372.0
2014,70.41,1095303.8
2015,71.27,1024573.9
2016,71.35,1137444.0
2017,72.81,1271744.9
2013,70.99,4936357.704
2014,61.89,5242520.0
2015,64.01,5043119.6
2016,63.48,5456816.3
2017,63.5,5653815.9
2013,83.73,1085970.576
2014,79.41,990176.7
2015,82.52,938397.3
2016,82.77,902686.0
2017,84.39,977401.8
2013,60.48,392262.596
2014,65.16,433866.0
2015,63.61,424470.0
2016,63.48,450353.2
2017,64.0,429377.0
2013,95.75,4453996.8785
2014,87.97,4761626.2
2015,90.15,5317869.5
2016,95.71,5550950.3
2017,87.87,6438904.2
2013,85.83,490159.50999999995
2014,75.32,592892.6
2015,76.44,650559.8
2016,73.85,624549.3
2017,75.39,711825.6
2013,80.87,963514.1759999999
2014,77.66,910363.6
2015,75.92,950606.1
2016,76.47,951449.0
2017,75.55,983254.0
2013,74.38,190820.12
2014,73.3,315334.1
2015,64.9,313476.8
2016,66.9,303356.5
2017,69.6,303941.2
2013,69.56,535041.12
2014,64.17,627000.0
2015,65.95,585990.3
2016,66.02,569462.3
2017,67.5,606826.6
2013,78.09,572762.018
2014,73.01,827010.4
2015,73.76,874778.5
2016,75.15,811917.1
2017,77.41,904279.6
2013,71.26,2654506.344
2014,63.02,2748956.7
2015,66.28,2736182.9
2016,67.39,2508186.6
2017,69.48,2777063.9
2013,85.51,2277892.395
2014,79.35,2523019.7
2015,80.41,2485772.5
2016,79.71,2639625.1
2017,57.03,2728224.5
2013,88.2,1479308.3460000001
2014,76.93,1639811.7
2015,79.0,1895696.1
2016,81.24,1968248.7
2017,79.24,2606850.8
2013,85.75,482753.76
2014,78.09,547911.0
2015,82.42,579135.6
2016,81.74,552737.7
2017,81.75,554625.1
2013,87.44,551693.91
2014,80.82,648359.1
2015,83.67,725669.4
2016,81.75,726914.8
2017,81.76,642382.0
2013,82.18,513644.6699999999
2014,77.44,525021.6
2015,77.71,506250.0
2016,77.38,525436.4
2017,76.97,678685.0
2014,84.42,1085931.5
2015,87.51,1168284.7
2016,81.47,1181307.1
2017,89.33,1207850.5
2013,83.53,818161.514
2014,79.95,775356.3
2015,81.29,835080.5
2016,77.5,881999.1
2017,81.31,953423.4
2013,91.5,1346420.8695
2014,80.83,1590117.2
2015,82.71,1620040.5
2016,83.61,1444663.1
2017,83.41,1517119.3
2013,86.75,600190.61
2014,84.02,747307.4
2015,84.48,507847.1
2016,78.17,662687.1
2017,79.02,568185.5
2013,82.9,1341719.2640000002
2014,80.69,1459206.8
2015,82.79,1599831.3
2016,81.03,1727580.5
2017,82.47,1810165.1
2013,70.38,1033585.38
2014,66.45,1246915.8
2015,62.29,1422242.7
2016,64.02,1295176.5
2017,69.94,1322014.8
2013,85.26,973491.6840000001
2014,85.82,988381.1
2015,88.45,1100771.0
2016,85.94,1096209.9
2017,84.85,1211071.5
2013,88.53,3390765.94
2014,84.21,4671331.8
2015,86.38,4514601.7
2016,86.96,4846808.0
2017,88.67,5675327.5
2013,83.09,1111661.3955
2014,72.47,1179665.4
2015,75.3,1395357.9
2016,74.16,1360863.5
2017,73.33,1518775.1
2013,83.04,1357474.398
2014,77.43,1848361.5
2015,75.45,2208305.6
2016,75.83,1896823.7
2017,74.27,2043884.0
2013,69.66,1087808.832
2014,57.46,1103285.3
2015,61.36,818560.2
2016,59.17,826641.7
2017,58.34,785463.0
2013,58.48,1153137.0455
2014,56.3,1064985.2
2015,56.87,1023761.5
2016,56.81,1163280.3
2017,58.07,1197417.7
2013,63.81,985560.3905
2014,61.19,1085168.2
2015,60.34,693039.6
2016,61.82,588557.3
2017,60.01,753148.7
2013,59.84,734926.9619999999
2014,53.16,691718.6
2015,54.78,763285.4
2016,54.64,803282.2
2017,55.68,792870.7
2013,85.72,568095.216
2014,80.0,875185.5
2015,74.11,911040.1
2016,77.29,1006303.7
2017,77.27,1036780.3
2013,88.48,1021731.8800000001
2014,82.51,1111898.1
2015,87.53,1201079.7
2016,82.52,1228160.6
2017,83.15,1218066.1
2013,78.5,539867.941
2014,74.95,593338.8
2015,75.91,620030.2
2016,77.7,591985.9
2017,81.36,612628.9
2013,83.07,482714.75999999995
2014,78.64,501652.7
2015,81.01,538579.3
2016,78.05,527322.6
2017,80.55,473787.8
2013,90.94,3057584.295
2014,85.61,5559852.6
2015,87.34,3474446.2
2016,87.6,3942649.2
2017,76.96,4301448.8
2013,82.06,708902.336
2014,75.69,855145.6
2015,74.16,915329.3
2016,74.11,916619.8
2017,81.63,1012486.6
2013,85.62,586774.12
2014,82.44,1077812.9
2015,85.83,2599135.6
2016,86.61,2866210.5
2017,86.62,3018711.0
2013,81.51,1553280.205
2014,72.13,1671644.7
2015,82.6,1958530.9
2016,81.85,2184427.4
2017,72.31,2317604.9
2013,86.04,1004959.285
2014,77.22,949462.8
2015,75.88,997903.0
2016,81.48,1001019.9
2017,83.27,1034810.4
2013,87.09,792749.152
2014,81.51,835755.5
2015,84.06,896150.1
2016,83.23,1023169.2
2017,83.22,1060284.5
2013,77.18,729346.575
2014,69.64,851163.2
2015,72.88,954683.0
2016,70.42,907592.8
2017,72.29,960848.9
2013,80.04,641235.327
2014,82.51,624372.6
2015,81.44,699293.9
2016,83.06,707882.8
2017,81.27,834814.0
2013,80.14,900119.9950000001
2014,70.6,899437.4
2015,72.57,928855.5
2016,75.85,940327.3
2017,73.1,920190.9
2013,55.59,376160.056
2014,53.96,400845.4
2015,53.66,397077.2
2016,52.83,334261.0
2017,55.46,333075.0
2013,58.86,247343.126
2014,50.36,280451.2
2015,50.07,264250.6
2016,52.29,235382.5
2017,52.79,253923.7
2013,49.8,322720.75800000003
2014,51.0,358138.4
2015,56.62,342427.9
2016,49.49,294575.0
2017,52.65,298454.8
2013,65.11,192803.4
2014,59.26,191324.2
2015,58.58,197750.9
2016,81.09,180771.6
2017,82.48,199777.9
2013,57.99,393237.75049999997
2014,47.53,430844.4
2015,51.81,427560.8
2016,54.48,417372.8
2017,51.02,386358.8
2013,56.21,715770.81
2014,50.48,817434.7
2015,50.79,796041.8
2016,52.18,827306.9
2017,53.15,827323.3
2013,68.46,553413.3439999999
2014,67.81,715350.2
2015,70.06,731930.9
2016,70.99,786917.0
2017,70.45,756510.0
2013,68.52,1414402.1030000001
2014,58.71,3373559.8
2015,59.37,3379125.2
2016,61.34,3265279.8
2017,62.22,3731226.1
2013,55.18,1040065.572
2014,50.7,1015277.6
2015,50.56,982304.8
2016,51.4,971673.0
2017,52.91,970351.6
2013,64.87,1406829.0405000001
2014,57.03,1298333.7
2015,58.78,1052257.3
2016,58.63,981739.4
2017,57.98,969022.9
2013,54.37,442358.39999999997
2014,52.99,417487.9
2015,51.01,424343.3
2016,52.27,376580.3
2017,54.06,354790.3
2013,66.05,155270.18000000002
2014,68.51,167215.4
2015,65.29,174380.6
2016,67.16,234452.8
2017,67.02,228842.5
2013,65.24,765400.6485
2014,71.88,881117.8
2015,74.95,861758.1
2016,79.03,881341.2
2017,83.23,1003680.1
2013,64.24,255827.88
2014,62.3,272452.0
2015,65.46,353963.9
2016,65.58,353572.9
2017,72.68,361341.6
2013,72.14,908177.2000000001
2014,64.69,1135616.7
2015,72.41,1160176.6
2016,76.97,1283257.3
2017,79.46,1218857.8
2013,62.79,520757.80100000004
2014,65.49,715965.4
2015,68.03,731005.1
2016,70.25,736155.6
2017,71.02,728459.2
2013,56.47,871814.4720000001
2014,55.11,949617.0
2015,60.12,975798.5
2016,59.86,1047458.0
2017,59.05,997963.1
2013,58.22,1065261.456
2014,54.56,1160666.4
2015,53.94,953334.9
2016,56.49,1020979.5
2017,57.77,705917.9
2013,72.21,136240.55000000002
2014,70.81,134332.5
2015,76.67,135753.8
2016,68.0,141949.2
2017,74.67,149836.5
2013,74.85,185284.896
2014,87.65,212907.4
2015,87.49,203951.7
2016,81.32,247860.6
2017,82.45,268080.8
2013,65.24,142048.6
2014,58.96,120415.9
2015,62.85,114199.3
2016,69.36,109742.1
2017,66.87,102125.2
2013,87.32,403933.7175
2014,80.41,421689.2
2015,83.91,449386.3
2016,81.78,452782.8
2017,84.49,454697.2
2013,61.31,68636.86
2014,69.86,90333.2
2015,63.6,83143.2
2016,70.0,73835.5
2017,70.0,70521.7
2013,68.76,204282.672
2014,70.81,225911.4
2015,74.96,210933.3
2016,67.91,206590.9
2017,70.34,194081.4
2013,63.02,42999.191999999995
2014,60.8,58276.5
2015,62.3,52031.8
2016,65.4,56398.6
2017,63.9,58504.4
2013,60.95,403758.54000000004
2014,52.59,495295.3
2015,52.99,527178.1
2016,52.51,508649.2
2017,54.62,449625.5
2013,60.0,160772.20900000003
2014,61.0,252988.6
2015,81.76,336898.1
2016,68.2,273381.9
2017,76.71,428826.1
2013,52.41,230578.38399999996
2014,48.4,213712.3
2015,53.65,223929.9
2016,50.94,176629.7
2017,53.58,165688.6
2013,60.33,1028255.2
2014,54.26,1007561.4
2015,56.4,1176772.7
2016,58.77,1037262.8
2017,59.38,1090619.9
2013,56.39,423764.57999999996
2014,53.09,480003.9
2015,53.3,449735.9
2016,54.25,449132.4
2017,55.67,481535.8
2013,70.44,402393.924
2014,67.44,466843.5
2015,69.73,455594.0
2016,70.95,445210.7
2017,73.62,482137.5
2013,58.31,608771.5260000001
2014,59.78,660033.9
2015,56.68,543628.5
2016,54.84,606323.7
2017,56.64,615131.9
2013,57.66,303728.502
2014,50.45,379031.2
2015,61.96,346936.7
2016,50.71,343114.3
2017,54.52,335975.0
2013,48.24,251539.36000000002
2014,54.73,285261.6
2015,53.65,245878.4
2016,50.36,212911.5
2017,52.48,270831.9
2013,63.8,123682.65000000001
2014,64.0,133312.0
2015,65.7,133240.4
2016,67.9,142338.2
2017,0.0,150812.1
2013,57.07,195144.87999999998
2014,54.65,194009.1
2015,51.63,173690.5
2016,51.53,140612.6
2017,51.86,156971.8
2013,58.63,233261.743
2014,57.55,262545.7
2015,57.66,237744.4
2016,61.04,244473.4
2017,60.49,245268.2
2014,54.1,446333.9
2015,51.71,442312.2
2016,52.38,426681.7
2017,54.36,442448.8
2013,50.72,323676.384
2014,53.66,317485.2
2015,54.81,310409.8
2016,52.96,296158.7
2017,55.73,284047.1
2013,75.93,337678.956
2014,69.28,394470.9
2015,74.32,357206.9
2016,72.52,347526.4
2017,76.74,376472.2
2013,65.05,411072.60000000003
2014,55.49,471154.1
2015,59.23,469731.8
2016,59.94,391202.4
2017,55.62,341556.1
2013,62.22,490173.03299999994
2014,54.1,542563.9
2015,54.6,581651.6
2016,55.37,624472.0
2017,57.94,687550.0
2013,60.46,142827.523
2014,64.86,157406.1
2015,63.81,146471.0
2016,71.93,142581.7
2017,68.97,159197.7
2013,53.61,221963.01999999996
2014,51.61,225089.0
2015,54.36,218150.5
2016,54.55,198864.3
2017,55.15,177448.8
2013,69.58,1162971.26
2014,59.55,1164321.7
2015,63.92,1192490.8
2016,64.64,1210401.3
2017,62.24,1147950.2
2013,64.26,72911.5815
2014,65.1,78089.0
2015,68.0,79051.9
2016,63.8,82513.3
2017,63.5,79678.9
2013,66.45,261948.79200000002
2014,64.34,283436.9
2015,63.95,278272.9
2016,65.41,273805.1
2017,69.67,279912.8
2013,54.01,428528.31
2014,54.42,426393.5
2015,52.95,392975.6
2016,52.33,356501.5
2017,55.35,393157.6
2013,53.03,533360.287
2014,52.31,548907.4
2015,50.1,537008.4
2016,0.0,485335.7
2017,52.31,508048.9
2013,53.08,485892.04299999995
2014,54.25,584447.1
2015,54.13,500656.0
2016,52.91,523031.6
2017,55.25,532820.7
2013,55.3,406427.626
2014,52.17,413308.0
2015,54.34,410373.7
2016,53.5,403272.2
2017,54.98,353953.6
2013,54.93,352521.243
2014,52.2,512641.1
2015,49.02,548757.2
2016,48.28,529540.2
2017,50.06,447217.3
2013,53.23,303162.25200000004
2014,53.4,326851.9
2015,64.3,763686.4
2016,52.16,854378.2
2017,54.7,864547.9
2013,61.01,171648.888
2014,60.45,167797.9
2015,64.08,169615.3
2016,67.36,170936.2
2017,66.91,179161.7
2013,56.44,284278.43200000003
2014,49.33,273182.4
2015,52.53,275626.7
2016,50.99,245076.5
2017,53.95,261509.9
2013,48.58,558143.612
2014,48.84,598144.7
2015,49.09,568900.7
2016,50.2,460652.4
2017,50.96,506139.1
2013,65.39,1381944.12
2014,60.25,1342946.8
2015,61.98,1384889.0
2016,58.81,1394722.5
2017,62.51,1417249.7
2014,63.12,202966.6
2015,64.29,209406.4
2016,61.12,169557.0
2017,58.83,188912.8
2013,73.88,672588.1889999999
2014,73.99,733947.2
2015,75.6,730108.8
2016,77.29,1156717.1
2017,76.24,948226.8
2013,47.0,411382.92
2014,47.97,462123.6
2015,49.6,448564.9
2016,50.51,365444.6
2017,53.17,369305.8
2013,65.03,243013.69199999998
2014,66.78,264739.5
2015,70.37,285371.0
2016,69.21,303931.0
2017,68.55,251209.9
2013,57.58,772073.4079999999
2014,53.42,896837.5
2015,53.41,946885.3
2016,55.04,1005628.7
2017,55.27,973026.5
2013,69.96,237547.72
2014,75.99,274836.0
2015,84.55,252789.0
2016,83.45,257118.2
2017,80.0,323656.1
2014,50.45,428500.0
2013,67.12,177955.19999999998
2014,63.83,197812.7
2015,68.88,177624.0
2016,72.51,169784.3
2017,72.89,182024.5
2013,62.62,920204.9999999999
2014,55.18,910653.6
2015,53.25,923277.1
2016,55.45,914139.3
2017,58.51,874343.2
2013,60.11,770812.515
2014,54.87,875128.0
2015,58.76,889470.6
2016,58.35,821944.7
2017,57.73,703652.4
2013,57.81,130230.044
2014,66.07,188325.3
2015,61.19,180331.7
2016,64.81,156377.4
2017,67.57,156056.8
2013,57.71,143674.048
2014,56.92,136907.9
2015,63.34,142233.6
2016,61.6,143611.5
2017,65.39,142981.2
2013,55.26,593884.1590000001
2014,52.41,616960.3
2015,51.96,583415.9
2016,51.81,729545.2
2017,50.79,689147.5
2013,0.0,658478.6085
2014,0.0,396405.4
2015,0.0,437601.6
2016,0.0,337545.1
2017,0.0,298028.6
2013,64.3,1446441.24
2014,60.75,1472247.6
2015,64.42,1566528.4
2016,62.78,1626463.3
2017,65.01,1536490.3
2013,54.82,1075336.449
2014,51.59,1172365.2
2015,54.15,1244363.1
2016,54.12,1518940.4
2017,55.1,1975507.6
2013,50.82,230743.66199999998
2014,51.98,256304.0
2015,50.31,250699.8
2016,46.96,194141.2
2017,48.28,194826.1
2013,86.95,827534.708
2014,80.16,2477059.8
2015,79.67,2927452.2
2016,80.17,4645849.2
2017,79.45,4319725.9
2013,60.1,138373.46600000001
2014,60.93,120162.7
2015,60.19,129935.8
2016,53.99,150056.6
2017,57.26,147005.4
2013,57.66,511227.904
2014,54.56,580973.7
2015,53.33,526836.1
2016,54.44,547461.7
2017,56.09,620048.0
2014,70.51,333832.0
2015,72.06,344459.9
2016,73.82,349212.4
2017,73.51,490835.0
2013,74.96,1253775.0
2014,70.95,1212132.8
2015,71.21,1213105.4
2016,74.52,1208702.5
2017,71.49,1166911.3
2013,82.31,119187.32
2014,69.9,128767.2
2015,74.05,133162.7
2016,83.52,118067.6
2017,76.8,116265.9
2013,67.71,439668.75
2014,67.74,554875.0
2015,68.58,469857.5
2016,70.89,495928.8
2017,73.22,499817.2
2013,86.81,464937.39599999995
2014,79.2,603590.7
2015,73.81,620998.4
2016,73.6,647539.8
2017,78.26,697665.6
2013,78.22,622878.696
2014,69.31,612771.9
2015,65.18,605822.0
2016,67.98,649858.3
2017,70.69,582191.5
2013,71.25,846255.138
2014,71.38,867087.3
2015,75.12,808560.1
2016,74.33,812516.5
2017,77.78,757698.5
2013,64.29,274941.0315
2014,63.56,279509.8
2015,66.95,284227.3
2016,70.36,320755.5
2017,82.93,355623.2
2013,72.04,879971.8240000001
2014,69.75,964490.5
2015,73.21,819284.5
2016,72.42,841538.0
2017,75.04,912086.4
2013,58.43,390320.5310000001
2014,58.5,430879.8
2015,57.21,418195.8
2016,58.85,448547.0
2017,59.54,491493.3
2013,89.72,22100360.767500002
2014,86.29,22597693.6
2015,87.74,23014883.6
2016,88.38,23377539.4
2017,88.91,25418822.6
2013,58.06,1222278.638
2014,60.42,714494.8
2015,57.02,1199309.8
2016,58.14,1094669.3
2017,60.08,675946.8
2013,89.72,797873.8559999999
2014,83.65,812066.3
2015,84.56,854858.3
2016,84.82,957052.8
2017,89.39,1037837.0
2013,59.45,181695.27999999997
2014,68.58,196645.2
2015,65.4,197351.5
2016,62.8,200620.9
2017,76.19,212553.2
2013,62.29,205733.44
2014,62.37,213961.5
2015,60.25,203268.5
2016,63.94,282874.0
2017,68.32,251117.0
2013,85.91,1088197.5459999999
2014,79.82,2066577.8
2015,81.81,2249113.0
2016,82.11,2697462.4
2017,75.05,2810664.8
2013,85.15,2463284.024
2014,76.37,4304528.3
2015,87.19,4117751.0
2016,88.16,4534396.1
2017,88.3,4679855.2
2013,66.99,3534972.672
2014,69.06,3029274.5
2015,65.62,3137292.0
2016,68.62,2975739.1
2017,66.83,1428285.6
2013,56.23,486682.627
2014,51.66,526376.2
2015,53.9,511312.1
2016,53.92,562283.0
2017,56.51,559440.2
2013,54.82,292709.472
2014,54.09,291628.7
2015,57.62,272521.1
2016,59.76,276127.8
2017,62.29,275661.6
2013,69.58,689635.2175
2014,72.31,726372.5
2015,73.67,719394.3
2016,76.88,747274.2
2017,76.8,754077.6
2013,64.66,1148141.84
2014,59.24,1517896.2
2015,64.86,996040.0
2016,66.16,1076219.4
2017,63.96,953132.6
2013,65.67,110249.528
2014,54.12,127554.6
2015,60.1,141233.3
2016,56.19,109142.6
2017,55.17,112470.2
2013,45.48,549285.516
2014,47.25,655515.6
2015,47.62,532620.6
2016,52.27,541173.0
2017,57.18,525152.0
2013,58.59,258002.166
2014,55.72,308074.8
2015,54.81,306524.4
2016,59.16,309289.0
2017,59.08,324828.4
2013,60.77,583389.0
2014,59.63,613803.6
2015,63.72,627080.1
2016,63.97,610235.8
2017,62.18,549938.1
2013,61.6,460896.36
2014,58.24,531877.8
2015,59.14,548621.3
2016,66.75,537001.2
2017,63.0,531877.5
2013,61.05,467491.872
2014,64.65,788935.9
2015,63.18,987214.2
2016,66.69,1105993.0
2017,67.72,1252132.3
2013,55.99,323698.42799999996
2014,53.88,333479.1
2015,57.1,464435.0
2016,59.26,453610.7
2017,57.94,433331.0
2013,52.53,425501.2320000001
2014,52.36,482261.5
2015,54.81,484022.8
2016,53.0,433979.1
2017,54.17,326453.7
2013,47.32,589907.696
2014,47.93,717571.8
2015,51.57,616841.0
2016,50.71,541757.5
2017,52.04,547833.2
2013,58.88,578618.92
2014,55.5,482573.6
2015,56.4,557621.7
2016,57.14,527596.0
2017,58.44,533300.8
2013,57.26,247420.8
2014,52.95,280633.0
2015,53.02,266467.4
2016,54.28,270297.0
2017,66.29,416841.0
2013,59.06,579910.725
2014,58.22,760228.9
2015,59.57,795557.7
2016,61.45,773436.5
2017,61.87,911786.7
2013,50.78,1189698.335
2014,49.51,1374236.8
2015,47.5,1022723.6
2016,49.77,1868159.1
2017,48.86,581269.8
2013,61.26,1105675.038
2014,55.08,1133319.4
2015,55.09,1316505.2
2016,56.2,1224062.0
2017,55.37,1112585.2
2013,96.68,2583769.17
2014,94.14,2850133.0
2015,95.62,3056613.2
2016,95.2,3385321.1
2017,95.8,3724583.8
2013,77.43,1259068.844
2014,68.9,1263806.2
2015,65.72,1171729.6
2016,68.11,1106206.4
2017,63.85,1124726.5
2013,71.65,3321784.334
2014,69.17,1878744.0
2015,73.77,2319001.9
2016,72.88,2178015.8
2017,74.0,1876288.3
2013,61.49,271497.168
2014,70.83,413637.2
2015,71.22,402914.0
2016,72.25,375694.0
2017,74.86,387671.2
2013,55.58,100402.17
2014,52.43,115778.4
2015,52.85,125519.5
2016,56.37,122734.9
2017,57.36,123600.5
2013,58.21,408926.394
2014,54.01,553173.4
2015,52.83,558701.8
2016,51.11,676705.2
2017,52.38,518076.2
2014,56.78,392288.4
2015,58.88,391935.5
2016,59.5,415491.2
2017,61.75,430367.1
2013,89.35,743320.4879999999
2014,83.31,807096.0
2015,82.89,975489.2
2016,80.65,1032646.6
2017,82.67,1146652.1
2013,92.77,14166135.76
2014,90.86,14962023.1
2015,89.95,16190343.6
2016,93.28,13957791.4
2017,95.11,16222774.8
2013,89.79,5429759.335999999
2014,86.17,5634860.8
2015,86.59,5326282.5
2016,85.04,5238318.3
2017,84.26,5801133.6
2013,65.65,765457.7490000001
2014,67.82,847497.1
2015,68.32,895827.9
2016,66.23,1255876.4
2017,70.78,1154877.6
2013,55.1,2034932.172
2013,85.56,13079646.271
2014,87.62,12846124.6
2015,88.61,12350251.3
2016,90.41,12440209.3
2017,88.08,12372126.2
2013,58.57,622144.64
2014,51.73,729456.8
2015,53.67,663716.9
2016,55.66,493058.6
2017,54.91,438062.3
2013,0.0,764976.1
2013,68.59,347742.129
2014,65.36,352592.5
2015,67.53,351250.8
2016,66.66,353172.4
2017,68.31,368301.3
2013,62.18,348385.576
2014,61.1,370978.8
2015,58.85,361722.2
2016,56.84,357619.6
2017,58.58,387595.6
2013,67.92,221644.31699999998
2014,65.68,244854.8
2015,67.17,223315.8
2016,67.53,202417.1
2017,67.47,196125.5
2013,57.51,364642.866
2014,55.17,398980.1
2015,56.61,384682.8
2016,56.16,372142.9
2017,57.07,400943.6
2013,51.68,179071.49000000002
2014,51.45,198384.5
2015,52.18,185609.8
2016,55.38,190850.6
2017,53.34,196376.2
2013,68.44,165752.55
2014,67.25,195228.4
2015,63.43,190996.8
2016,0.0,186608.3
2017,67.26,277701.3
2013,90.44,744809.3099999999
2014,83.89,743064.5
2015,86.48,831433.5
2016,85.15,922377.8
2017,85.48,998489.5
2013,66.13,1602879.168
2014,63.5,1550856.4
2015,64.89,1480596.2
2016,66.38,1633352.4
2017,65.63,1680954.8
2013,90.05,7814805.04
2014,88.04,7864561.9
2015,88.3,9185733.3
2016,89.43,10070176
2017,91.4,13092898.1
2013,62.47,678558.3999999999
2014,56.91,667483.8
2015,57.91,679213.0
2016,61.32,645941.5
2017,57.49,633788.2
2013,0.0,612734.34
2014,100.0,401690.0
2015,95.95,766792.2
2016,94.3,570303.0
2017,96.98,591166.8
2013,78.38,764590.9589999999
2014,78.1,881056.7
2015,76.19,1126301.4
2016,79.12,1117584.5
2017,79.24,1238696.7
2013,65.59,982366.6259999999
2014,59.78,1174156.5
2015,63.03,1062356.1
2016,65.97,1137563.9
2017,62.26,6272346.3
2013,78.2,653183.095
2014,67.85,781152.4
2015,72.55,804993.3
2016,78.9,826601.2
2017,77.02,826577.6
2013,67.25,265893.05
2014,61.32,309132.7
2015,69.71,354069.8
2016,73.05,356533.4
2017,72.3,401220.8
2013,56.3,148600.044
2014,55.37,148038.6
2015,53.52,150063.6
2016,54.18,128236.2
2017,55.93,140524.5
2013,67.4,155537.5
2014,69.74,177619.3
2015,70.92,187941.0
2016,71.52,194079.6
2017,74.91,201052.3
2013,91.95,9088986.6
2014,90.96,10801185.2
2015,89.78,11307638.9
2016,82.98,12281914.7
2017,87.7,14754706
2013,64.28,86892.597
2014,64.45,90101.8
2015,68.47,85468.6
2016,68.45,85381.4
2013,58.38,171545.35400000002
2014,61.44,192363.3
2015,72.69,177819.5
2016,67.79,187344.9
2017,69.07,199296.4
2013,47.98,152236.476
2014,69.9,168527.2
2015,72.85,157613.0
2016,70.04,174602.4
